Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
38290867,01/23/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,161 SAINT MARK'S AVENUE,SAINT MARK'S AVENUE,CARLTON AVENUE,VANDERBILT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/22/2018 02:52:25 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 02:57:39 PM,01 BROOKLYN,BROOKLYN,992414,186646,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67897315127318,-73.97056620856391,"(40.67897315127318, -73.97056620856391)"
38277631,01/23/2018 12:00:00 AM,01/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10460,1434 MINFORD PLACE,MINFORD PLACE,,,,,LATLONG,BRONX,,N/A,Closed,02/22/2018 02:05:26 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 12:00:00 AM,01 BRONX,BRONX,1014413,242862,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83322396056762,-73.89100074159322,"(40.83322396056762, -73.89100074159322)"
38281532,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11230,1625 EAST    7 STREET,EAST    7 STREET,AVENUE O,AVENUE P,,,ADDRESS,BROOKLYN,,N/A,Closed,02/21/2018 11:49:30 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,12 BROOKLYN,BROOKLYN,993532,161899,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61104687812908,-73.96656951686427,"(40.61104687812908, -73.96656951686427)"
38281682,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10025,325 WEST   93 STREET,WEST   93 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,02/21/2018 10:00:50 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,07 MANHATTAN,MANHATTAN,991130,228393,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79355942259604,-73.97515273972415,"(40.79355942259604, -73.97515273972415)"
38284049,01/23/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11231,145 PRESIDENT STREET,PRESIDENT STREET,HICKS STREET,HENRY STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/22/2018 05:29:24 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 05:38:08 PM,06 BROOKLYN,BROOKLYN,983980,188136,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68306662346075,-74.00097349477898,"(40.68306662346075, -74.00097349477898)"
38284079,01/23/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11103,48-15 31 AVENUE,31 AVENUE,48 STREET,49 STREET,,,ADDRESS,Astoria,,N/A,Assigned,02/22/2018 11:12:04 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 11:21:26 AM,01 QUEENS,QUEENS,1009051,215534,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75823274178157,-73.91047817250097,"(40.75823274178157, -73.91047817250097)"
38285765,01/23/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10460,1468 BRYANT AVENUE,BRYANT AVENUE,JENNINGS STREET,EAST 172 STREET,,,ADDRESS,BRONX,,N/A,Assigned,02/22/2018 10:18:44 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 10:27:30 AM,03 BRONX,BRONX,1015315,242434,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83204609800394,-73.88774319292784,"(40.83204609800394, -73.88774319292784)"
38289209,01/23/2018 12:00:00 AM,01/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11211,955 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,02/22/2018 10:26:00 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/24/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,1001616,199670,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71470772294937,-73.93735652909363,"(40.71470772294937, -73.93735652909363)"
38289358,01/23/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10453,2192 MORRIS AVENUE,MORRIS AVENUE,CAMERON PLACE,EAST 182 STREET,,,ADDRESS,BRONX,,N/A,Assigned,02/22/2018 11:27:54 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 11:31:55 AM,05 BRONX,BRONX,1011052,251233,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85621072490226,-73.90311283228728,"(40.85621072490226, -73.90311283228728)"
38290484,01/23/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10469,3442 CORSA AVENUE,CORSA AVENUE,BOSTON ROAD,HICKS STREET,,,ADDRESS,BRONX,,N/A,Assigned,02/22/2018 01:37:18 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 01:43:32 PM,12 BRONX,BRONX,1026370,259005,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87748267903694,-73.84769068188528,"(40.87748267903694, -73.84769068188528)"
38278034,01/22/2018 12:00:00 AM,01/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11215,576 2ND STREET,2ND STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,02/21/2018 10:46:23 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,991018,183350,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66992755048216,-73.9756025376484,"(40.66992755048216, -73.9756025376484)"
38285276,01/23/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215,382-402 5TH AVE,5TH AVE,,,,,LATLONG,BROOKLYN,,N/A,Assigned,02/22/2018 09:11:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,988338,183559,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67050285189515,-73.98526334433244,"(40.67050285189515, -73.98526334433244)"
38280678,01/22/2018 12:00:00 AM,01/22/2018 02:03:22 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10005,20 PINE STREET,PINE STREET,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,N/A,Closed,02/05/2018 01:27:37 PM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",01/22/2018 02:03:16 PM,01 MANHATTAN,MANHATTAN,981491,197055,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.707546782786956,-74.00995132761139,"(40.707546782786956, -74.00995132761139)"
38280693,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11203,1282 NEW YORK AVENUE,NEW YORK AVENUE,CLARENDON ROAD,AVENUE D,,,ADDRESS,BROOKLYN,,N/A,Closed,02/21/2018 11:16:36 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,17 BROOKLYN,BROOKLYN,999316,173119,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64183546878531,-73.94571255365946,"(40.64183546878531, -73.94571255365946)"
38280694,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11418,114-15 ATLANTIC AVENUE,ATLANTIC AVENUE,114 STREET,115 STREET,,,ADDRESS,Richmond Hill,,N/A,Closed,02/21/2018 09:33:36 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,09 QUEENS,QUEENS,1030845,191780,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69294591238424,-73.83197504413253,"(40.69294591238424, -73.83197504413253)"
38282280,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10038,,,,,BEEKMAN STREET,FRONT STREET,INTERSECTION,NEW YORK,,N/A,Closed,02/21/2018 06:22:05 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,01 MANHATTAN,MANHATTAN,983489,196934,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70721506380074,-74.00274480703598,"(40.70721506380074, -74.00274480703598)"
38285219,01/23/2018 12:00:00 AM,01/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,1314 MERRIAM AVENUE,MERRIAM AVENUE,WEST 169 STREET,WEST 170 STREET,,,ADDRESS,BRONX,,N/A,Pending,02/22/2018 09:34:08 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 09:41:57 AM,04 BRONX,BRONX,1004693,245584,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84072290722596,-73.92611733894246,"(40.84072290722596, -73.92611733894246)"
38285735,01/23/2018 12:00:00 AM,01/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11210,1482 EAST   26 STREET,EAST   26 STREET,AVENUE N,AVENUE O,,,ADDRESS,BROOKLYN,,N/A,Closed,02/22/2018 10:28:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 12:00:00 AM,14 BROOKLYN,BROOKLYN,998550,163294,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.614869187536264,-73.94849350373984,"(40.614869187536264, -73.94849350373984)"
38288190,01/23/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,11367,150-10 79 AVENUE,79 AVENUE,150 STREET,152 STREET,,,ADDRESS,Flushing,,N/A,Assigned,02/22/2018 07:59:25 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 08:02:39 AM,08 QUEENS,QUEENS,1036032,201651,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72001058735518,-73.81319448988633,"(40.72001058735518, -73.81319448988633)"
38288193,01/23/2018 12:00:00 AM,01/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,11215,57 PROSPECT PARK SOUTHWEST,PROSPECT PARK SOUTHWEST,10 AVENUE,11 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,02/22/2018 09:16:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 12:00:00 AM,07 BROOKLYN,BROOKLYN,990842,179455,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65923677229769,-73.97624079531113,"(40.65923677229769, -73.97624079531113)"
38289450,01/23/2018 12:00:00 AM,01/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11206,119 BOERUM STREET,BOERUM STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,02/22/2018 05:27:21 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/24/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,999755,196424,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70580168229728,-73.94407709113484,"(40.70580168229728, -73.94407709113484)"
38268436,01/22/2018 12:00:00 AM,01/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11207,196 ARLINGTON AVENUE,ARLINGTON AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,02/21/2018 12:14:23 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/24/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,1015478,187109,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68019266203459,-73.88741113629332,"(40.68019266203459, -73.88741113629332)"
38271084,01/22/2018 12:00:00 AM,01/22/2018 01:38:36 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Government Building,11211,393 SOUTH    3 STREET,SOUTH    3 STREET,HOOPER STREET,HEWES STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,02/21/2018 12:05:57 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/22/2018 01:38:36 PM,01 BROOKLYN,BROOKLYN,997597,197452,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.708626817299,-73.95185845305,"(40.708626817299, -73.95185845305)"
